datetime,year,month,priceMean,priceWeightedMean,priceMax,priceMin,value,volumeGWh,powerMeanMW,powerMaxMW,powerMinMW,priceOffMean,priceOffCoefVar,powerOffMeanMW,valueOff,priceOffWeightedMean,priceStandardMean,priceStandardCoefVar,powerStandardMeanMW,valueStandard,priceStandardWeightedMean,priceMorningMean,priceMorningCoefVar,powerMorningMeanMW,valueMorning,priceMorningWeightedMean,priceEveningMean,priceEveningCoefVar,powerEveningMeanMW,valueEvening,priceEveningWeightedMean,days,priceDailyP10,priceDailyP90,priceDailyMinMean,priceDailyMaxMean,volumeDailyMaxMWh,volumeDailyMinMWh,powerDailyMaxMW,powerDailyMinMW
2022-08-01,2022,8,100.71,81.415,314.6,24.03,10505,129.03,173.42,438,0,35.236,0.43886,201.91,2219.3,31.585,110.07,0.60322,149.40,3437.6,89.183,234.89,0.063398,165.20,2621.0,229.94,261.73,0.14258,127.83,2227.0,252.48,31,28.154,130.7,107.58,36.945,7713.0,2451.9,321.38,102.16
2022-09-01,2022,9,97.629,83.952,310.41,0,12280,146.27,203.16,542,50,40.243,0.53594,240.39,3192.0,39.055,119.45,0.53840,172.32,5096.5,109.54,214.95,0.099151,182.22,2619.8,217.84,231.19,0.16077,136.15,1371.7,228.99,30,32.3607,151.97600000000003,100.32,99.782,9476.0,1712.0,71.333,110.66
2022-10-01,2022,10,117.62,109.08,312.55,25.03,19362,177.50,238.58,522,22,52.613,0.45755,252.33,4605.6,48.933,153.05,0.44263,228.27,9090.5,149.71,232.29,0.074407,246.54,3558.1,229.08,298.55,0.050319,169.72,2107.3,295.64,31,49.663,163.23,131.48,79.017,9055.4,3203.0,377.31,133.46
2022-11-01,2022,11,188.77,181.64,329.55,49.95,15474,85.189,118.32,314,70,134.53,0.57114,120.15,4998.8,122.36,221.64,0.27924,108.97,6483.6,220.37,252.09,0.085826,160.97,2654.2,249.83,311.19,0.048116,97.523,1337.5,311.70,30,111.754,239.352,103.33,95.436,4330.2,2192.0,98.958,100.08
2022-12-01,2022,12,107.53,99.254,332.92,11.07,9073.6,91.418,122.87,405,0,69.358,0.91311,146.02,3317.5,63.638,124.67,0.62768,96.806,3227.9,120.37,178.67,0.40345,133.64,1793.6,203.36,202.64,0.50606,83.007,734.64,201.15,31,40.227,190.47,110.86,98.397,5662.7,1105.0,97.633,100.07
2023-01-01,2023,1,65.358,54.912,310.25,10.98,6485.9,118.11,158.76,342,40,39.347,0.73525,187.74,2389.5,34.967,80.941,0.41039,132.73,2751.7,76.782,77.687,0.22976,160.37,803.76,75.936,166.43,1.0661,76.284,540.95,161.16,31,46.021,85.303,110.97,86.347,5304.0,2073.9,86.413,108.17
2023-02-01,2023,2,83.185,69.061,314.5,20.08,3960.7,57.351,85.344,188,0,46.046,0.97115,79.065,918.23,35.845,102.96,0.62099,93.375,2055.4,88.758,80.789,0.73582,108.14,452.30,69.710,265.03,0.42989,52.227,534.84,256.01,28,54.5699,102.51100000000001,100.90,98.282,896.00,1387.0,99.337,100.85
2023-03-01,2023,3,79.265,73.760,309.24,24.91,6136.5,83.195,111.82,277,14,55.851,0.58833,125.63,2337.7,53.471,88.689,0.44341,99.478,2459.1,87.970,82.098,0.44507,110.37,574.87,75.489,194.58,0.82340,84.941,764.87,195.75,31,48.889,105.68,103.98,99.121,4005.0,1563.9,99.888,100.79
2023-04-01,2023,4,89.018,63.048,310,28.1,4642.2,73.631,102.27,333,0,62.071,0.92291,108.17,1740.5,44.084,99.393,0.78585,96.591,1834.8,74.494,84.332,0.30109,127.72,586.24,76.501,275.79,0.81577,46.405,480.70,258.97,30,58.9826,123.80600000000001,101.04,96.360,4077.1,1124.5,99.275,101.08
2023-05-01,2023,5,55.168,45.383,300.03,14.94,4489.3,98.919,132.96,270,0,37.480,1.1438,133.86,1363.9,29.278,57.180,0.85871,137.95,1898.6,48.980,64.144,0.53325,131.75,512.04,56.326,163.22,1.0804,97.420,714.74,159.49,31,39.741,66.199,138.21,92.757,4763.0,1407.1,98.417,109.33
2023-06-01,2023,6,41.092,35.245,296.8,11.06,3653.6,103.66,143.97,329,25,21.919,0.98817,155.79,1014.9,19.161,41.408,0.68971,134.53,1268.7,38.027,49.497,0.22637,160.18,521.90,49.366,130.27,0.72625,102.38,848.00,125.49,30,27.4081,47.59570000000001,26.475,75.403,5394.0,2205.1,91.879,107.38
2023-07-01,2023,7,51.909,35.629,302.1,15.01,4778.7,134.12,180.27,431,0,33.944,1.0951,219.42,2140.8,26.157,48.158,1.0730,149.72,1210.1,32.991,60.296,0.48973,141.07,453.19,50.992,164.47,1.1782,106.53,974.55,145.20,31,31.684,96.125,100.38,97.989,7438.0,1508.0,96.583,115.67
2023-08-01,2023,8,63.212,52.111,292.06,12.07,5065.6,97.208,130.66,300.9,24,36.768,1.0188,132.36,1539.0,33.410,56.564,0.88774,135.87,1597.0,45.560,87.618,0.59674,140.17,741.88,76.703,197.04,0.56365,93.043,1187.8,185.01,31,33.895,94.985,107.30,94.985,4226.4,1649.0,98.042,103.75
2023-09-01,2023,9,122.10,92.684,300.01,26.15,8197.5,88.446,122.84,309,0,98.146,0.59178,143.31,4105.2,82.079,128.51,0.68145,108.13,2799.2,97.320,120.49,0.52670,128.76,864.65,106.59,282.95,0.17269,37.036,428.41,275.42,30,95.8151,152.80100000000002,100.11,95.932,721.00,1938.0,91.542,105.75
2023-10-01,2023,10,156.69,131.00,300.1,17.97,9466.7,72.266,97.132,342,0,126.29,0.65243,106.64,3690.9,95.087,177.23,0.45475,85.863,3917.3,168.97,147.57,0.44532,116.03,1085.8,141.80,295.88,0.021797,59.309,772.63,296.07,31,91.483,221.05,109.13,94.700,866.00,1166.4,98.879,103.14
2023-11-01,2023,11,208.22,206.94,301.37,98.98,7196.7,34.777,48.301,185.4,1.4,181.14,0.27163,39.911,2245.6,165.48,227.49,0.19677,51.401,3204.3,230.89,207.65,0.14651,64.580,826.92,194.01,300.03,0.00097116,69.682,919.91,300.03,30,172.024,233.864,146.77,238.81,775.00,1189.1,95.396,11.554
2023-12-01,2023,12,101.49,71.462,300.07,18.99,6433.2,90.022,121.00,290,10,88.695,0.79446,115.76,2635.5,61.034,110.62,0.76224,128.84,2607.5,76.083,98.748,0.74187,141.97,651.27,72.816,161.35,0.85322,86.329,538.91,148.63,31,47.194,228.39,100.03,77.559,996.80,1065.7,91.421,104.83
2024-01-01,2024,1,68.213,54.705,246.26,10.67,10540,192.67,151.35,367,10,51.880,0.81248,161.25,4153.3,42.928,74.392,0.63115,147.24,4439.2,63.073,59.640,0.64584,173.08,1153.3,56.953,168.84,0.80478,67.771,794.00,150.20,31,52.084,112.16,110.39,92.346,9825.0,2061.0,95.292,102.58
2024-02-01,2024,2,98.471,80.515,202.75,26.06,11644,144.62,207.79,485,5,75.092,0.49306,250.56,5206.3,62.586,114.79,0.27990,173.78,4691.8,104.24,102.16,0.29056,214.75,1252.7,92.593,177.08,0.23655,68.976,493.32,170.29,29,73.596,123.9,100.53,98.890,8937.0,1755.0,73.125,105.71
2024-03-01,2024,3,131.94,114.18,197.25,40.08,9201.9,80.589,108.32,306,0,122.50,0.25232,122.57,4977.6,108.88,134.53,0.25605,104.11,3279.0,118.40,139.85,0.29262,98.000,769.63,124.66,187.54,0.15996,23.905,175.72,175.02,31,101.64,153.11,100.48,96.735,981.00,1229.0,93.333,100.79
2024-04-01,2024,4,85.931,79.252,194.84,29.94,7036.9,88.792,123.32,297,0,78.662,0.25529,163.47,4192.1,75.424,90.137,0.28596,94.196,2164.8,85.119,86.811,0.19179,86.727,478.64,83.620,114.97,0.43606,46.705,201.36,97.987,30,62.2863,111.22500000000001,100.31,99.453,5494.0,123.00,99.708,101.33
2024-05-01,2024,5,61.286,50.684,198.33,14.98,3951.0,77.954,104.78,255,3,44.721,0.55337,124.70,1811.5,41.742,68.757,0.51621,89.043,1418.7,56.699,64.551,0.66304,104.23,400.91,55.744,136.07,0.67716,50.957,319.91,136.48,31,33.656,85.605,106.27,91.899,3767.0,1598.0,98.542,100.25
2024-06-01,2024,6,155.96,150.74,312.8,54.98,9756.4,64.724,89.894,252,0,118.76,0.28614,96.641,4193.2,118.87,172.61,0.25536,80.987,3219.1,169.14,214.20,0.31507,106.92,1321.4,205.98,258.79,0.19600,66.717,1022.8,255.50,30,118.72200000000001,200.63,108.66,82.222,3617.0,1272.0,98.542,101.71
2024-07-01,2024,7,162.49,153.43,314.24,70.01,17576,114.56,153.97,367,13,109.56,0.30126,164.58,6086.6,106.27,167.06,0.32074,147.25,6055.7,159.40,271.47,0.12049,187.05,3512.2,272.13,303.41,0.061371,92.516,1921.8,301.05,31,114.75,191.97,105.84,228.24,5488.6,2061.3,95.279,102.58
2024-08-01,2024,8,140.62,124.88,319.93,59.67,18793,150.49,202.27,485,5,99.377,0.51657,216.15,7027.7,91.072,136.80,0.52762,196.12,6078.7,121.55,215.08,0.26196,238.65,3398.9,215.79,303.97,0.12132,114.61,2287.5,302.41,31,107.53,165.6,102.60,97.414,8937.0,1755.2,73.133,103.70
2024-09-01,2024,9,183.49,172.27,375.8,36.34,13133,76.236,105.88,305.7,0,129.77,0.57002,120.93,5479.2,127.27,206.76,0.46798,97.215,5194.3,206.30,273.36,0.30242,108.36,2029.9,297.34,360.56,0.066909,28.048,429.68,364.76,30,134.147,246.589,104.59,265.04,981.00,1228.5,93.146,100.80
